,retweets,author,likes,text,twitter_name,location,verified,followers,friends,polarity,subjectivity,Time,Year,Month,Date,text_without_stopwords,corpus,hashtags
320,0,Ajay Singh,1,Top 10 Major Causes of Global Warming that changes climate of World,ajaysinghceia,Lucknow,False,3,66,0.1875,0.3333333333333333,04:46:39,2020,02,03,Top 10 Major Causes Global Warming changes climate World ,top major cause global warming change climate world,"['top', 'major', 'cause', 'global', 'warming', 'change', 'climate', 'world']"
321,1,♦️⭕️🔴NICK🔴⭕️♦️,1,Climate Change Is Real To all the people who deny the science and clear evidence that global warming and climate change is real take a look at the world and the evidence of it and rethink your ignorance ClimateChangeIsReal ClimateEmergency climate GlobalWarming,bove888,NJ,False,673,2430,0.125,0.2458333333333333,20:35:03,2020,02,02,Climate Change Is Real To people deny science clear evidence global warming climate change real take look world evidence rethink ignorance ClimateChangeIsReal ClimateEmergency climate GlobalWarming ,climate change real people deny science clear evidence global warming climate change real take look world evidence rethink ignorance climatechangeisreal climateemergency climate globalwarming,"['climate', 'change', 'real', 'evidence', 'people', 'deny', 'science', 'clear', 'global', 'warming']"
322,2,Graham Chivers 🌎,1,As our planet gets greener plants are slowing global warming Q Will acidic oceans impact biological response to climate changeClimate ClimateAction ClimateEmergency Nature SciComm Complexity CdnPoli ClimateStrike Math Physics STEMinist,deepgreendesign,Harvey Bank NB 🇨🇦 🌎,False,8398,5890,0.0,0.0,13:44:26,2020,02,01,As planet gets greener plants slowing global warming Q Will acidic oceans impact biological response climate changeClimate ClimateAction ClimateEmergency Nature SciComm Complexity CdnPoli ClimateStrike Math Physics STEMinist ,planet get greener plant slowing global warming q acidic ocean impact biological response climate changeclimate climateaction climateemergency nature scicomm complexity cdnpoli climatestrike math physic steminist,"['planet', 'greener', 'plant', 'slowing', 'global', 'warming', 'q', 'acidic', 'ocean', 'impact']"
323,0,UIT Cambridge,0,The government has pledged over 1 million to tackle food waste FoodWaste is a huge contributor to global warming and our forthcoming title Food and Climate Change without the hot air will look at this in detail faccwtha sarahbridle,uitbooks,Cambridge,False,255,581,0.1125,0.4375,10:00:30,2020,02,01,The government pledged 1 million tackle food waste FoodWaste huge contributor global warming forthcoming title Food Climate Change without hot air look detail faccwtha sarahbridle ,government pledged million tackle food waste foodwaste huge contributor global warming forthcoming title food climate change without hot air look detail faccwtha sarahbridle,"['food', 'government', 'pledged', 'million', 'tackle', 'waste', 'foodwaste', 'huge', 'contributor', 'global']"
324,0,Haritaevi,0,The scope of the measures taken against global warming and climate change we celebrate DHMI for AIRPORT PROJECT CARBON launched in Turkeys all airportsDHMIaviation climate dhmikurumsal,haritaevi,MAIDAN Ankara,False,69,168,0.0,0.0,15:50:49,2020,01,31,The scope measures taken global warming climate change celebrate DHMI AIRPORT PROJECT CARBON launched Turkeys airportsDHMIaviation climate dhmikurumsal ,scope measure taken global warming climate change celebrate dhmi airport project carbon launched turkey airportsdhmiaviation climate dhmikurumsal,"['climate', 'scope', 'measure', 'taken', 'global', 'warming', 'change', 'celebrate', 'dhmi', 'airport']"
326,0,Tech Explorist,0,Did you knowtechexplorist climate researchers detect fingerprint global warming daily weather level observations amending long established paradigm change,TechExplorist,India,False,793,250,-0.0166666666666666,0.1333333333333333,15:47:30,2020,01,30,Did knowtechexplorist climate researchers detect fingerprint global warming daily weather level observations amending long established paradigm change ,knowtechexplorist climate researcher detect fingerprint global warming daily weather level observation amending long established paradigm change,"['knowtechexplorist', 'climate', 'researcher', 'detect', 'fingerprint', 'global', 'warming', 'daily', 'weather', 'level']"
327,1,Johns Hopkins CCP,2,Dr Ecotone2 of CCYale sat down with GretchenMarg to talk about Americans perceptions of the climate crisis Leiserowitz emphasized the importance of communicating about climate change differently for each audience in Global Warmings Six Americas,JohnsHopkinsCCP,"Baltimore, MD",True,10052,2250,-0.0518518518518518,0.2962962962962963,14:28:29,2020,01,30,Dr Ecotone2 CCYale sat GretchenMarg talk Americans perceptions climate crisis Leiserowitz emphasized importance communicating climate change differently audience Global Warmings Six Americas ,dr ecotone ccyale sat gretchenmarg talk american perception climate crisis leiserowitz emphasized importance communicating climate change differently audience global warming six america,"['climate', 'dr', 'ecotone', 'ccyale', 'sat', 'gretchenmarg', 'talk', 'american', 'perception', 'crisis']"
328,27,Chris Fox,37,Fed has a role in combating climate change risk Powell says US Federal Reserve Chair Jerome Powell said on Wednesday the Fed can play a part in keeping global warming from destabilizing US banks and financial markets via Reuters,ChristopherNFox,"Boston, MA",False,18451,15267,0.0,0.0,03:48:02,2020,01,30,Fed role combating climate change risk Powell says US Federal Reserve Chair Jerome Powell said Wednesday Fed play part keeping global warming destabilizing US banks financial markets via Reuters ,fed role combating climate change risk powell say u federal reserve chair jerome powell said wednesday fed play part keeping global warming destabilizing u bank financial market via reuters,"['fed', 'powell', 'u', 'role', 'combating', 'climate', 'change', 'risk', 'say', 'federal']"
329,0,Malindo Andhi S. M.,0,Climate ChangeI have known and discussed about climate change global warming and sustainable development for many years but this place is the first time I really realize that it is so real The ice is,MalindoAndhi,Jakarta,False,333,626,0.2299999999999999,0.2666666666666666,12:53:17,2020,01,29,Climate ChangeI known discussed climate change global warming sustainable development many years place first time I really realize real The ice ,climate changei known discussed climate change global warming sustainable development many year place first time really realize real ice,"['climate', 'changei', 'known', 'discussed', 'change', 'global', 'warming', 'sustainable', 'development', 'many']"
330,0,S m. balamurugan,0,united nations Greta Thunberg environment global warming climate change,Smbalamurugan2,"Kumbakonam, India",False,25,173,0.0,0.0,11:42:56,2020,01,29,united nations Greta Thunberg environment global warming climate change ,united nation greta thunberg environment global warming climate change,"['united', 'nation', 'greta', 'thunberg', 'environment', 'global', 'warming', 'climate', 'change']"
331,9,David Jensen,30,Im guessing the argument will be that global warmingclimate change makes arsonists light firesGlobalWarming ClimateEmergency ClimateCrisis climate Carbongate ClimateDepot ClimateAudit Carbongate RossMcKitrick,RealDavidJensen,"Vancouver, British Columbia",False,7117,770,0.2,0.35,06:15:27,2020,01,29,Im guessing argument global warmingclimate change makes arsonists light firesGlobalWarming ClimateEmergency ClimateCrisis climate Carbongate ClimateDepot ClimateAudit Carbongate RossMcKitrick ,im guessing argument global warmingclimate change make arsonist light firesglobalwarming climateemergency climatecrisis climate carbongate climatedepot climateaudit carbongate rossmckitrick,"['carbongate', 'im', 'guessing', 'argument', 'global', 'warmingclimate', 'change', 'make', 'arsonist', 'light']"
332,3,Laurie Goering,4,Why act now on climate change Global warming of 4C would threaten up to 85 of the worlds winegrowing regions not to mention a whole lot else climate wine France Germany Australia NewZealand California Italy Spain,lauriegoering,London,False,3295,323,0.1,0.2,07:18:57,2020,01,28,Why act climate change Global warming 4C would threaten 85 worlds winegrowing regions mention whole lot else climate wine France Germany Australia NewZealand California Italy Spain ,act climate change global warming c would threaten world winegrowing region mention whole lot else climate wine france germany australia newzealand california italy spain,"['climate', 'act', 'change', 'global', 'warming', 'c', 'threaten', 'world', 'winegrowing', 'region']"
333,0,Net Zero APPG,0,Councils are ahead of the game on global warming but need urgent capital funding to drive change says Solaces new environment and climate change spokesperson lgcplus,NetZeroAPPG,"London, England",False,826,650,-0.0878787878787878,0.2848484848484848,13:29:09,2020,01,27,Councils ahead game global warming need urgent capital funding drive change says Solaces new environment climate change spokesperson lgcplus ,council ahead game global warming need urgent capital funding drive change say solace new environment climate change spokesperson lgcplus,"['change', 'council', 'ahead', 'game', 'global', 'warming', 'need', 'urgent', 'capital', 'funding']"
334,0,Javier Naveda,0,invite you to know the best community of original creators of content that rewards you You will not regretBeyond climate change global warming Whats behind Steemit steem Steemit oc posh selfpower climatechange,jnavedan,Venezuela,False,74,39,0.24375,0.4375,10:59:39,2020,01,27,invite know best community original creators content rewards You regretBeyond climate change global warming Whats behind Steemit steem Steemit oc posh selfpower climatechange ,invite know best community original creator content reward regretbeyond climate change global warming whats behind steemit steem steemit oc posh selfpower climatechange,"['steemit', 'invite', 'know', 'best', 'community', 'original', 'creator', 'content', 'reward', 'regretbeyond']"
336,0,She Fought For America 🇺🇸 (Some Knucklehead),3,BrianDeCesare ibrahimpols Do scientists agree on climate changeYes the vast majority of actively publishing climate scientists 97 percent agree that humans are causing global warming and climate changeClimateAction,TheBoltUpright, 🌴  🗿🌴    🌛,False,2427,5002,-0.0444444444444444,0.5333333333333333,00:18:24,2020,01,27,BrianDeCesare ibrahimpols Do scientists agree climate changeYes vast majority actively publishing climate scientists 97 percent agree humans causing global warming climate changeClimateAction ,briandecesare ibrahimpols scientist agree climate changeyes vast majority actively publishing climate scientist percent agree human causing global warming climate changeclimateaction,"['climate', 'scientist', 'agree', 'briandecesare', 'ibrahimpols', 'changeyes', 'vast', 'majority', 'actively', 'publishing']"
337,0,Stoner Cook,0,Nobody making money from fossil fuels is doing anything climate change global warming,take_n_stock,New York,False,62,338,0.0,0.0,22:25:30,2020,01,25,Nobody making money fossil fuels anything climate change global warming ,nobody making money fossil fuel anything climate change global warming,"['nobody', 'making', 'money', 'fossil', 'fuel', 'anything', 'climate', 'change', 'global', 'warming']"
338,0,P K Singh,0,Climate Emergency Climate ChangeGlobal Warming Wars fuels Climate Change Climate Change fuels Wars Continuous Cycle Is Non Violence the solution to Climate Change,pksinghcit,"New Delhi, India",False,34,11,0.0,0.0,02:12:11,2020,01,25,Climate Emergency Climate ChangeGlobal Warming Wars fuels Climate Change Climate Change fuels Wars Continuous Cycle Is Non Violence solution Climate Change ,climate emergency climate changeglobal warming war fuel climate change climate change fuel war continuous cycle non violence solution climate change,"['climate', 'change', 'war', 'fuel', 'emergency', 'changeglobal', 'warming', 'continuous', 'cycle', 'non']"
339,24,"Brad Rush (CAGW skeptic, fiscal conservative)",18,Tim Ball Evidence Proves That CO2 Is Not A Greenhouse Gas The basic assumption on which the entire theory that human activity is causing global warming or climate change is wrongIn every record of temperature amp CO2 the temp changes firstclimate,OtagoGrad,"Calgary, AB",False,4192,4654,0.06,0.1699999999999999,01:04:13,2020,01,25,Tim Ball Evidence Proves That CO2 Is Not A Greenhouse Gas The basic assumption entire theory human activity causing global warming climate change wrongIn every record temperature amp CO2 temp changes firstclimate ,tim ball evidence prof co greenhouse gas basic assumption entire theory human activity causing global warming climate change wrongin every record temperature amp co temp change firstclimate,"['co', 'change', 'tim', 'ball', 'evidence', 'prof', 'greenhouse', 'gas', 'basic', 'assumption']"
340,6,Ngara Institute,2,Australian business leaders increasingly worried climate change will hit bottom lines IMF warns global warming is now a major financial risk amp the worlds top central bank says the RBA could be forced into rescuing the economy amp the environment v smh,ngarainstitute,"Byron Shire, New South Wales",False,2078,4874,0.0374999999999999,0.2071428571428571,21:58:03,2020,01,24,Australian business leaders increasingly worried climate change hit bottom lines IMF warns global warming major financial risk amp worlds top central bank says RBA could forced rescuing economy amp environment v smh ,australian business leader increasingly worried climate change hit bottom line imf warns global warming major financial risk amp world top central bank say rba could forced rescuing economy amp environment v smh,"['amp', 'australian', 'business', 'leader', 'increasingly', 'worried', 'climate', 'change', 'hit', 'bottom']"
341,0,EVANS MUTAVI,0,Great Discussion between HRH CharlesHRH amp GretaThunberg in DavosBoth agreed that climate change global warming amp HE realDonaldTrump are the greatest threats humanity has ever faced ChrisMEnder lizwathuti UNEP UNEPAfrica WhiteHouse CAH ClimateAction climate,EVANSMUTAVI2,"Geneva, Switzerland",False,41,5,0.6,0.5833333333333334,16:07:55,2020,01,24,Great Discussion HRH CharlesHRH amp GretaThunberg DavosBoth agreed climate change global warming amp HE realDonaldTrump greatest threats humanity ever faced ChrisMEnder lizwathuti UNEP UNEPAfrica WhiteHouse CAH ClimateAction climate ,great discussion hrh charleshrh amp gretathunberg davosboth agreed climate change global warming amp realdonaldtrump greatest threat humanity ever faced chrismender lizwathuti unep unepafrica whitehouse cah climateaction climate,"['amp', 'climate', 'great', 'discussion', 'hrh', 'charleshrh', 'gretathunberg', 'davosboth', 'agreed', 'change']"
342,0,Shawn Lansing,1,Blended fuels with high black carbon emissions would undermine IMO attempt at tackling shippings contribution to climate crisis and would seriously aggravate global efforts to combat climate change in general and warming in Arctic in particular,cgrsqswmr,"Tampa, FL",False,557,1239,-0.0205555555555555,0.4122222222222222,02:52:42,2020,01,24,Blended fuels high black carbon emissions would undermine IMO attempt tackling shippings contribution climate crisis would seriously aggravate global efforts combat climate change general warming Arctic particular ,blended fuel high black carbon emission would undermine imo attempt tackling shipping contribution climate crisis would seriously aggravate global effort combat climate change general warming arctic particular,"['climate', 'blended', 'fuel', 'high', 'black', 'carbon', 'emission', 'undermine', 'imo', 'attempt']"
343,0,Personal Blog - The Indian Diplomacy,0,The spat between Mnuchin amp Thunberg again highlighted the tensions over climate change at the WEF in Davos where governments have come under pressure to act on global warming as well as talk about the issueGretaThunberg climate WorldEconomicForum,BlogDiplomacy,"Mumbai, Maharashtra, India",False,5,211,0.0,0.0,18:18:56,2020,01,23,The spat Mnuchin amp Thunberg highlighted tensions climate change WEF Davos governments come pressure act global warming well talk issueGretaThunberg climate WorldEconomicForum ,spat mnuchin amp thunberg highlighted tension climate change wef davos government come pressure act global warming well talk issuegretathunberg climate worldeconomicforum,"['climate', 'spat', 'mnuchin', 'amp', 'thunberg', 'highlighted', 'tension', 'change', 'wef', 'davos']"
344,0,Lady Rac80 🍗🗽👼🇺🇸🇮🇱🌹,1,Shes a political activist she Can and Should be criticized ClimateChange is a hoax Back when I was 16 it was the coming ice age when my daughter was 16 it was global warming Climate doesnt change that fast,rac80,"Indiana, USA",False,19259,20933,0.05,0.175,13:25:28,2020,01,23,Shes political activist Can Should criticized ClimateChange hoax Back I 16 coming ice age daughter 16 global warming Climate doesnt change fast ,shes political activist criticized climatechange hoax back coming ice age daughter global warming climate doesnt change fast,"['shes', 'political', 'activist', 'criticized', 'climatechange', 'hoax', 'back', 'coming', 'ice', 'age']"
345,0,PlanRadarUK,1,Climate change and global warming are one of the main factors triggering fires all over the world not only forests are exposed to this threat but also our houses and buildingsLets talk about fire resistant materials,PlanRadarUK,"London, United Kingdom",False,49,9,0.0555555555555555,0.4444444444444444,12:45:40,2020,01,23,Climate change global warming one main factors triggering fires world forests exposed threat also houses buildingsLets talk fire resistant materials ,climate change global warming one main factor triggering fire world forest exposed threat also house buildingslets talk fire resistant material,"['fire', 'climate', 'change', 'global', 'warming', 'one', 'main', 'factor', 'triggering', 'world']"
346,0,Boi’d,1,klimaatVeranda climatehysteria debunked1 is not warming and if it were it wouldnt matter2 human contribution to global warming uncertain 03993 increased CO2 is GOOD for planet not bad4 whatever economyruining measures leftists invent it wont change climate,Boi_dBoi_d,"Vancouver, British Columbia",False,424,406,0.2333333333333333,0.2333333333333333,09:52:06,2020,01,23,klimaatVeranda climatehysteria debunked1 warming wouldnt matter2 human contribution global warming uncertain 03993 increased CO2 GOOD planet bad4 whatever economyruining measures leftists invent wont change climate ,klimaatveranda climatehysteria debunked warming wouldnt matter human contribution global warming uncertain increased co good planet bad whatever economyruining measure leftist invent wont change climate,"['warming', 'klimaatveranda', 'climatehysteria', 'debunked', 'wouldnt', 'matter', 'human', 'contribution', 'global', 'uncertain']"
347,0,Laurie Goering,3,Global warming climate change the devastating loss of biodiversity are the greatest threats that humanity has ever faced and one largely of our own creation says Britains Prince Charles at wef in Davos climate,lauriegoering,London,False,3295,323,0.1628571428571428,0.6857142857142857,23:13:46,2020,01,22,Global warming climate change devastating loss biodiversity greatest threats humanity ever faced one largely creation says Britains Prince Charles wef Davos climate ,global warming climate change devastating loss biodiversity greatest threat humanity ever faced one largely creation say britain prince charles wef davos climate,"['climate', 'global', 'warming', 'change', 'devastating', 'loss', 'biodiversity', 'greatest', 'threat', 'humanity']"
348,2,Thomson Reuters Foundation News,3,Global warming climate change the devastating loss of biodiversity are the greatest threats that humanity has ever faced and one largely of our own creation says Prince Charles at the WEF2020 in Davos l Climate,TRF_Stories,Global,True,80167,2110,0.1628571428571428,0.6857142857142857,18:04:45,2020,01,22,Global warming climate change devastating loss biodiversity greatest threats humanity ever faced one largely creation says Prince Charles WEF2020 Davos l Climate ,global warming climate change devastating loss biodiversity greatest threat humanity ever faced one largely creation say prince charles wef davos l climate,"['climate', 'global', 'warming', 'change', 'devastating', 'loss', 'biodiversity', 'greatest', 'threat', 'humanity']"
349,1,AAAS EPI Center,3,Science indicates climate change will be much more than global warming a warming Arctic destabilizes the polar jet stream weakening the polar vortex and bringing cold snaps climate,AAASEPICenter,"Washington, DC",False,3508,4215,-0.0533333333333333,0.4,15:50:00,2020,01,22,Science indicates climate change much global warming warming Arctic destabilizes polar jet stream weakening polar vortex bringing cold snaps climate ,science indicates climate change much global warming warming arctic destabilizes polar jet stream weakening polar vortex bringing cold snap climate,"['climate', 'warming', 'polar', 'science', 'indicates', 'change', 'much', 'global', 'arctic', 'destabilizes']"
352,0,Trevor Watt,0,Climate Change Evidence How Do We Know gt Vital Signs of the Planet Global Climate Change and Global Warming How do we know its happening Heres the evidence auspol climate,trevorwattau,"From Brisbane, Australia",False,1180,2264,0.0333333333333333,0.1333333333333333,09:34:55,2020,01,22,Climate Change Evidence How Do We Know gt Vital Signs Planet Global Climate Change Global Warming How know happening Heres evidence auspol climate ,climate change evidence know gt vital sign planet global climate change global warming know happening here evidence auspol climate,"['climate', 'change', 'evidence', 'know', 'global', 'gt', 'vital', 'sign', 'planet', 'warming']"
354,2,Tornado Quest,2,Examining the complicated politics of global warming in the USAeven as the toll has become difficult to ignore Conservative States Seek Billions to Brace for Disaster Just Dont Call It Climate Change nytimes climate,TornadoQuest,"Tulsa, OK, USA",False,10217,4668,-0.3333333333333333,0.6666666666666666,17:50:07,2020,01,21,Examining complicated politics global warming USAeven toll become difficult ignore Conservative States Seek Billions Brace Disaster Just Dont Call It Climate Change nytimes climate ,examining complicated politics global warming usaeven toll become difficult ignore conservative state seek billion brace disaster dont call climate change nytimes climate,"['climate', 'examining', 'complicated', 'politics', 'global', 'warming', 'usaeven', 'toll', 'become', 'difficult']"
355,0,Quick Ride,0,CBSNews GretaThunberg GretaThunberg You are not alone In this time of the climate crisis we are making waves of change by letting more than 3 million users to carpool and contribute towards combatting C02 emissions and global warming This is our bit of creating a change DAVOS2020,QuickRidein,India,False,2699,70,0.25,0.25,10:01:35,2020,01,21,CBSNews GretaThunberg GretaThunberg You alone In time climate crisis making waves change letting 3 million users carpool contribute towards combatting C02 emissions global warming This bit creating change DAVOS2020 ,cbsnews gretathunberg gretathunberg alone time climate crisis making wave change letting million user carpool contribute towards combatting c emission global warming bit creating change davos,"['gretathunberg', 'change', 'cbsnews', 'alone', 'time', 'climate', 'crisis', 'making', 'wave', 'letting']"
357,10,Denis Roio,10,It seems Youtubes hidden algorithms are now promoting climate change denial videos 16 of the top 100 related videos for the global warming search term included scientifically incorrect information about climate change algosov,jaromil,My home is in my harddisk.,True,6537,5602,0.0833333333333333,0.3083333333333333,13:42:25,2020,01,20,It seems Youtubes hidden algorithms promoting climate change denial videos 16 top 100 related videos global warming search term included scientifically incorrect information climate change algosov ,seems youtubes hidden algorithm promoting climate change denial video top related video global warming search term included scientifically incorrect information climate change algosov,"['climate', 'change', 'video', 'seems', 'youtubes', 'hidden', 'algorithm', 'promoting', 'denial', 'top']"
359,8,@drtimball #climate,14,Tutorial Anthropogenic Global Warming AGW drtimball climate change The biggest premeditated deception of all time Book The Deliberate Corruption of Climate Science lttimothyballshawcagt,pplonia,Columnist-Landowners Magazine,False,4274,1967,0.0,0.0,03:41:52,2020,01,20,Tutorial Anthropogenic Global Warming AGW drtimball climate change The biggest premeditated deception time Book The Deliberate Corruption Climate Science lttimothyballshawcagt ,tutorial anthropogenic global warming agw drtimball climate change biggest premeditated deception time book deliberate corruption climate science lttimothyballshawcagt,"['climate', 'tutorial', 'anthropogenic', 'global', 'warming', 'agw', 'drtimball', 'change', 'biggest', 'premeditated']"
360,0,Shawna Link,1,realDonaldTrump This is why people are so concerned This warming isnt normal CO2 traps heat It acts similar to a blanket around our planet What will this look like in 20 or 100 years How will it effect your family From NOAA global temp changes 1880 to present Climate ClimateChange,ShawnaDLink,United States,False,1562,2819,0.0375,0.2624999999999999,01:00:26,2020,01,19,realDonaldTrump This people concerned This warming isnt normal CO2 traps heat It acts similar blanket around planet What look like 20 100 years How effect family From NOAA global temp changes 1880 present Climate ClimateChange ,realdonaldtrump people concerned warming isnt normal co trap heat act similar blanket around planet look like year effect family noaa global temp change present climate climatechange,"['realdonaldtrump', 'people', 'concerned', 'warming', 'isnt', 'normal', 'co', 'trap', 'heat', 'act']"
362,0,Keyboard Justin,0,2019 2020 india environment protest global warming climate change,keyboardjustin,India,False,132,154,0.0,0.0,06:47:18,2020,01,18,2019 2020 india environment protest global warming climate change ,india environment protest global warming climate change,"['india', 'environment', 'protest', 'global', 'warming', 'climate', 'change']"
363,0,A.J. Herald 📚🤔✍🏻 🌏,0,Technology to change our climate issues Is this a possible secondary cause to Global Warming and Climate Change A 30 minute read on a possible Break Through Concept Anthony globalwarming innovation climate solution theory climtaechange,aj_herald2,Planet Earth,False,910,2282,-0.075,0.575,20:14:09,2020,01,17,Technology change climate issues Is possible secondary cause Global Warming Climate Change A 30 minute read possible Break Through Concept Anthony globalwarming innovation climate solution theory climtaechange ,technology change climate issue possible secondary cause global warming climate change minute read possible break concept anthony globalwarming innovation climate solution theory climtaechange,"['climate', 'change', 'possible', 'technology', 'issue', 'secondary', 'cause', 'global', 'warming', 'minute']"
364,0,Randy Schisler,0,Climate Change Conservation Science Global Warming Activism,airschis,"Vancouver, British Columbia",False,1095,1971,0.0,0.0,19:57:44,2020,01,17,Climate Change Conservation Science Global Warming Activism ,climate change conservation science global warming activism,"['climate', 'change', 'conservation', 'science', 'global', 'warming', 'activism']"
365,0,Vihren Mitev,0,Scientific foundation of the explanation of global warming is not articulated well enough for the wide public And maybe this is exactly what our task is Almost all sustainability leaders agree on that talking about climate change is the most effective thing that we can do,VihrenMitev,"Sofia, Bulgaria",False,285,936,0.1785714285714285,0.3595238095238095,14:18:05,2020,01,17,Scientific foundation explanation global warming articulated well enough wide public And maybe exactly task Almost sustainability leaders agree talking climate change effective thing ,scientific foundation explanation global warming articulated well enough wide public maybe exactly task almost sustainability leader agree talking climate change effective thing,"['scientific', 'foundation', 'explanation', 'global', 'warming', 'articulated', 'well', 'enough', 'wide', 'public']"
366,0,Duane Allen❌,0,HaveWeAllGoneM1 Damn that global warmingClimate changes FACT That it is MM not Fact That we should pay LUNACY Mancaused Global Warmingbiggest hoax of last years,DuaneABentley,"Alberta, Canada",False,13934,13886,0.0,0.0222222222222222,22:30:31,2020,01,16,HaveWeAllGoneM1 Damn global warmingClimate changes FACT That MM Fact That pay LUNACY Mancaused Global Warmingbiggest hoax last years ,haveweallgonem damn global warmingclimate change fact mm fact pay lunacy mancaused global warmingbiggest hoax last year,"['global', 'fact', 'haveweallgonem', 'damn', 'warmingclimate', 'change', 'mm', 'pay', 'lunacy', 'mancaused']"
367,0,Shawna Link,10,AOC This is why people are so concerned This warming isnt normal CO2 traps heat It acts similar to a blanket around our planet What will this look like in 20 or 100 years How will it effect your family From NOAA global temp changes 1880 to present Climate ClimateChange,ShawnaDLink,United States,False,1562,2819,0.0375,0.2624999999999999,16:06:26,2020,01,16,AOC This people concerned This warming isnt normal CO2 traps heat It acts similar blanket around planet What look like 20 100 years How effect family From NOAA global temp changes 1880 present Climate ClimateChange ,aoc people concerned warming isnt normal co trap heat act similar blanket around planet look like year effect family noaa global temp change present climate climatechange,"['aoc', 'people', 'concerned', 'warming', 'isnt', 'normal', 'co', 'trap', 'heat', 'act']"
368,1,greenangletv,2,If we teach the effect of Global Warming on us as individuals than on the society Wed rethink I think and wed do the needful that will benefit us individually and the society collectively That is climate action starts with U Climate Change Sustainability ECONigeria,greenangletv,Nigeria,False,947,403,0.0333333333333333,0.1666666666666666,12:11:31,2020,01,16,If teach effect Global Warming us individuals society Wed rethink I think wed needful benefit us individually society collectively That climate action starts U Climate Change Sustainability ECONigeria ,teach effect global warming u individual society wed rethink think wed needful benefit u individually society collectively climate action start u climate change sustainability econigeria,"['u', 'society', 'wed', 'climate', 'teach', 'effect', 'global', 'warming', 'individual', 'rethink']"
369,0,ATI MYSURU,0,CDM ATI is conducting 3 days Training on Climate Change and Disaster Risk Reduction Resource person Dr Devi Prasad is delivered lecture on Global WarmingAdministrativeTrainingInstitute KapilMohanIAS Climate Change officerstraining CDM Impacts Disasters DRR,AtiMysuru,Lalith mahal Mysuru,False,110,12,0.0,0.0,11:01:25,2020,01,16,CDM ATI conducting 3 days Training Climate Change Disaster Risk Reduction Resource person Dr Devi Prasad delivered lecture Global WarmingAdministrativeTrainingInstitute KapilMohanIAS Climate Change officerstraining CDM Impacts Disasters DRR ,cdm ati conducting day training climate change disaster risk reduction resource person dr devi prasad delivered lecture global warmingadministrativetraininginstitute kapilmohanias climate change officerstraining cdm impact disaster drr,"['cdm', 'climate', 'change', 'disaster', 'ati', 'conducting', 'day', 'training', 'risk', 'reduction']"
370,76,Avaaz,84,If you search for terms such as global warming on YouTube you might end up watching misinformation about climate change Read more about it here 15,Avaaz,Worldwide,True,759725,10001,0.1666666666666666,0.3333333333333333,10:56:01,2020,01,16,If search terms global warming YouTube might end watching misinformation climate change Read 15 ,search term global warming youtube might end watching misinformation climate change read,"['search', 'term', 'global', 'warming', 'youtube', 'might', 'end', 'watching', 'misinformation', 'climate']"
371,0,Morgan Fitzgibbon,4,BBCWorld 3 climate used as supporting evidence that man made carbon dioxide can warm the earth from The Global Warming Carbon Dioxide Hoax Easy to Read Proof That Climate Change Is Normal and Not ManMade by Alan Fensin,morganefitz,"Cork, Ireland",False,286,156,0.2866666666666666,0.4666666666666666,08:17:16,2020,01,16,BBCWorld 3 climate used supporting evidence man made carbon dioxide warm earth The Global Warming Carbon Dioxide Hoax Easy Read Proof That Climate Change Is Normal Not ManMade Alan Fensin ,bbcworld climate used supporting evidence man made carbon dioxide warm earth global warming carbon dioxide hoax easy read proof climate change normal manmade alan fensin,"['climate', 'carbon', 'dioxide', 'bbcworld', 'used', 'supporting', 'evidence', 'man', 'made', 'warm']"
372,3,CCL Salt Lake City,0,Climate change Oceans hotter than ever before hit their highest temperature ever last year and the rate at which they are warming is speeding up Researchers called the new data further proof of global warming Climate,CCLsaltlake,"Salt Lake City, UT",False,1444,1196,0.034090909090909,0.2553030303030303,21:07:00,2020,01,15,Climate change Oceans hotter ever hit highest temperature ever last year rate warming speeding Researchers called new data proof global warming Climate ,climate change ocean hotter ever hit highest temperature ever last year rate warming speeding researcher called new data proof global warming climate,"['climate', 'warming', 'change', 'ocean', 'hotter', 'hit', 'highest', 'temperature', 'last', 'year']"
373,0,IIRR,1,Scientists warn about todays global warming wc could mean more amp bigger volcanic eruptions in the futureAn urgent collective action to address climate change is much needed to save the lives amp livelihoods of many vulnerable nationsIIRR ClimateActionNow SDG13 TaalPH,IIRR,"New York, NY",False,5644,568,0.0609375,0.3734375,17:12:02,2020,01,14,Scientists warn todays global warming wc could mean amp bigger volcanic eruptions futureAn urgent collective action address climate change much needed save lives amp livelihoods many vulnerable nationsIIRR ClimateActionNow SDG13 TaalPH ,scientist warn today global warming wc could mean amp bigger volcanic eruption futurean urgent collective action address climate change much needed save life amp livelihood many vulnerable nationsiirr climateactionnow sdg taalph,"['amp', 'scientist', 'warn', 'today', 'global', 'warming', 'wc', 'mean', 'bigger', 'volcanic']"
